import time: self [us] | cumulative | imported package
import time:      3153 |       3153 |                     IPython.core.guarded_eval
import time:       849 |        849 |                     IPython.core.latex_symbols
import time:       483 |        483 |                     IPython.utils.generics
import time:       835 |        835 |                               parso.utils
import time:       693 |       1527 |                             parso.tree
import time:     50750 |      50750 |                                       parso.python
import time:       926 |        926 |                                       parso.python.token
import time:      2646 |      54322 |                                     parso.python.tokenize
import time:       779 |      55101 |                                   parso.pgen2.grammar_parser
import time:       872 |      55972 |                                 parso.pgen2.generator
import time:       506 |      56478 |                               parso.pgen2
import time:        30 |      56508 |                             parso.pgen2.generator
import time:       755 |      58790 |                           parso.parser
import time:       565 |        565 |                             parso._compatibility
import time:       779 |        779 |                                   parso.python.prefix
import time:      1260 |       2038 |                                 parso.python.tree
import time:       507 |       2545 |                               parso.python.parser
import time:       848 |       3393 |                             parso.python.diff
import time:       644 |        644 |                             parso.cache
import time:       755 |        755 |                               parso.normalizer
import time:      1077 |       1832 |                             parso.python.errors
import time:       720 |        720 |                             parso.python.pep8
import time:       499 |        499 |                             parso.file_io
import time:       997 |       8648 |                           parso.grammar
import time:       507 |      67944 |                         parso
import time:       529 |        529 |                         jedi.parser_utils
import time:       623 |        623 |                         jedi.debug
import time:       440 |        440 |                         jedi.settings
import time:       448 |        448 |                         jedi.cache
import time:       442 |        442 |                         jedi.file_io
import time:       732 |        732 |                                   jedi.inference.cache
import time:       676 |        676 |                                     jedi.inference.helpers
import time:       746 |        746 |                                     jedi.inference.utils
import time:      1251 |       2673 |                                   jedi.inference.base_value
import time:       721 |       4124 |                                 jedi.inference.sys_path
import time:       465 |        465 |                                         jedi.inference.recursion
import time:       549 |       1013 |                                       jedi.inference.flow_analysis
import time:       650 |        650 |                                             jedi.common
import time:       520 |       1169 |                                           jedi.inference.lazy_value
import time:       983 |       2151 |                                         jedi.inference.docstrings
import time:       482 |        482 |                                         jedi.plugins
import time:       939 |       3571 |                                       jedi.inference.names
import time:       815 |       5398 |                                     jedi.inference.filters
import time:       586 |        586 |                                       jedi.inference.compiled.getattr_static
import time:       906 |       1492 |                                     jedi.inference.compiled.access
import time:       738 |        738 |                                     jedi.inference.signature
import time:       981 |        981 |                                     jedi.inference.context
import time:      1118 |       9726 |                                   jedi.inference.compiled.value
import time:       640 |      10365 |                                 jedi.inference.compiled
import time:       813 |        813 |                                 jedi.inference.analysis
import time:       662 |        662 |                                   jedi.inference.gradual
import time:       856 |        856 |                                         jedi.inference.value.module
import time:       566 |        566 |                                               jedi.inference.value.dynamic_arrays
import time:      1080 |       1645 |                                             jedi.inference.value.iterable
import time:       679 |       2324 |                                           jedi.inference.arguments
import time:       415 |        415 |                                             jedi.inference.parser_cache
import time:       447 |        447 |                                             jedi.inference.gradual.generics
import time:       735 |       1596 |                                           jedi.inference.value.function
import time:       852 |       4771 |                                         jedi.inference.value.klass
import time:      1020 |       1020 |                                         jedi.inference.value.instance
import time:       581 |       7226 |                                       jedi.inference.value
import time:        55 |       7281 |                                     jedi.inference.value.module
import time:       703 |        703 |                                       jedi.inference.gradual.base
import time:       505 |        505 |                                       jedi.inference.gradual.type_var
import time:       909 |       2115 |                                     jedi.inference.gradual.typing
import time:       688 |      10083 |                                   jedi.inference.gradual.stub_value
import time:      1324 |      12069 |                                 jedi.inference.gradual.typeshed
import time:       527 |        527 |                                     jedi._compatibility
import time:       670 |        670 |                                     jedi.inference.compiled.subprocess.functions
import time:       488 |        488 |                                     jedi.api.exceptions
import time:      1004 |       2688 |                                   jedi.inference.compiled.subprocess
import time:        28 |       2716 |                                 jedi.inference.compiled.subprocess.functions
import time:      1154 |      31239 |                               jedi.inference.imports
import time:       640 |        640 |                                   jedi.inference.param
import time:       659 |       1299 |                                 jedi.inference.gradual.annotation
import time:       679 |        679 |                                 jedi.inference.value.decorator
import time:       857 |       2834 |                               jedi.inference.syntax_tree
import time:       681 |      34753 |                             jedi.inference
import time:        26 |      34779 |                           jedi.inference.utils
import time:       664 |        664 |                             jedi.inference.gradual.conversion
import time:       722 |       1386 |                           jedi.inference.compiled.mixed
import time:       591 |        591 |                             pydoc_data
import time:      1216 |       1216 |                             pydoc_data.topics
import time:       581 |       2386 |                           jedi.api.keywords
import time:       635 |        635 |                           jedi.api.completion_cache
import time:      1049 |       1049 |                           jedi.api.helpers
import time:      1030 |      41263 |                         jedi.api.classes
import time:       591 |        591 |                         jedi.api.interpreter
import time:       559 |        559 |                           jedi.api.strings
import time:       509 |        509 |                           jedi.api.file_name
import time:       662 |        662 |                           jedi.inference.docstring_utils
import time:      1023 |       2753 |                         jedi.api.completion
import time:       622 |        622 |                           filecmp
import time:      1163 |       1785 |                         jedi.api.environment
import time:       510 |        510 |                           jedi.inference.references
import time:       601 |       1111 |                         jedi.api.project
import time:       428 |        428 |                         jedi.api.errors
import time:       591 |        591 |                           jedi.inference.value.namespace
import time:       762 |       1353 |                         jedi.api.refactoring
import time:       702 |        702 |                         jedi.api.refactoring.extract
import time:       490 |        490 |                         jedi.inference.gradual.utils
import time:      1261 |     122155 |                       jedi.api
import time:      1426 |       1426 |                         jedi.plugins.stdlib
import time:       710 |        710 |                         jedi.plugins.flask
import time:       855 |        855 |                         jedi.plugins.pytest
import time:       864 |        864 |                         jedi.plugins.django
import time:       799 |       4652 |                       jedi.plugins.registry
import time:       614 |     127420 |                     jedi
import time:      3598 |     135500 |                   IPython.core.completer
import time:       831 |        831 |                   IPython.terminal.ptutils
import time:       673 |        673 |                     IPython.terminal.shortcuts.auto_match
import time:       994 |        994 |                       IPython.terminal.shortcuts.filters
import time:       590 |       1583 |                     IPython.terminal.shortcuts.auto_suggest
import time:       609 |        609 |                     IPython.lib.clipboard
import time:      2659 |       5523 |                   IPython.terminal.shortcuts
import time:       600 |        600 |                   concurrent.futures.thread
import time:      3634 |     146087 |                 IPython.terminal.debugger
import time:       766 |        766 |                 IPython.terminal.magics
import time:       646 |        646 |                 IPython.terminal.pt_inputhooks
import time:       640 |        640 |                 IPython.terminal.prompts
import time:      1797 |     240807 |               IPython.terminal.interactiveshell
import time:       797 |        797 |                   IPython.core.magics.auto
import time:      1678 |       1678 |                   IPython.core.magics.basic
import time:       491 |        491 |                     IPython.utils.contexts
import time:      1052 |       1543 |                   IPython.core.magics.code
import time:       594 |        594 |                   IPython.core.magics.config
import time:       810 |        810 |                   IPython.core.magics.display
import time:        80 |         80 |                       _lsprof
import time:       919 |        919 |                       profile
import time:       695 |       1692 |                     cProfile
import time:      1612 |       1612 |                     pstats
import time:       598 |        598 |                     timeit
import time:       393 |        393 |                     IPython.utils.module_paths
import time:       218 |        218 |                       resource
import time:       536 |        753 |                     IPython.utils.timing
import time:       670 |        670 |                     IPython.core.magics.ast_mod
import time:      1911 |       7627 |                   IPython.core.magics.execution
import time:       824 |        824 |                   IPython.core.magics.extension
import time:      1412 |       1412 |                   IPython.core.magics.history
import time:       843 |        843 |                   IPython.core.magics.logging
import time:       967 |        967 |                   IPython.core.magics.namespace
import time:      1118 |       1118 |                   IPython.core.magics.osm
import time:       640 |        640 |                   IPython.core.magics.packaging
import time:      1106 |       1106 |                   IPython.core.magics.pylab
import time:      1154 |       1154 |                   IPython.core.magics.script
import time:      1149 |      22254 |                 IPython.core.magics
import time:       909 |        909 |                 IPython.core.shellapp
import time:       512 |        512 |                   IPython.extensions
import time:       739 |       1250 |                 IPython.extensions.storemagic
import time:      1770 |      26183 |               IPython.terminal.ipapp
import time:      1746 |     333808 |             IPython.terminal.embed
import time:       427 |        427 |             IPython.utils.frame
import time:      1030 |     458451 |           IPython
import time:        33 |     458484 |         IPython.display
import time:      2018 |     669752 |       qutip.bloch
import time:       937 |        937 |         qutip.wigner
import time:       515 |        515 |         qutip.matplotlib_utilities
import time:       449 |        449 |           matplotlib._animation_data
import time:      1180 |       1629 |         matplotlib.animation
import time:      1268 |       4348 |       qutip.visualization
import time:       516 |        516 |       qutip.animation
import time:       777 |        777 |       qutip.tomography
import time:       998 |        998 |       qutip.random_objects
import time:       673 |        673 |       qutip.simdiag
import time:       506 |        506 |       qutip.continuous_variables
import time:      1589 |       1589 |         qutip._distributions
import time:       677 |       2266 |       qutip.distributions
import time:       493 |        493 |       qutip.measurement
import time:       458 |        458 |       qutip.fileio
import time:       455 |        455 |       qutip.about
import time:       374 |        374 |       qutip.cite
import time:      1036 |    1824029 |     qutip
import time:       609 |    1824638 |   sqc.devices.base
import time:      1659 |       1659 |   sqc.devices.transmon
import time:       508 |        508 |   sqc.devices.resonator
import time:      1095 |       1095 |   sqc.devices.chip
import time:       686 |    1829145 | sqc.devices
import time:       584 |        584 |   sqc.workflows.base
import time:      1315 |       1315 |         sqc.control.waveform
import time:      3834 |       3834 |           sqc.config
import time:       700 |       4533 |         sqc.control.flux_signal
import time:      1084 |       1084 |         sqc.control.pulse
import time:       807 |        807 |         sqc.control.sequence
import time:       549 |        549 |         sqc.control.gates
import time:       756 |       9042 |       sqc.control
import time:        22 |       9064 |     sqc.control.waveform
import time:      1380 |      10444 |   sqc.workflows.predistortion_validation
import time:       556 |        556 |         sqc.simulation.hamiltonian
import time:      1199 |       1199 |           sqc.simulation.result
import time:       873 |       2071 |         sqc.simulation.runner
import time:       441 |        441 |         sqc.simulation.noise
import time:       515 |       3582 |       sqc.simulation
import time:        24 |       3606 |     sqc.simulation.result
import time:      2705 |       6311 |   sqc.workflows.sensing
import time:       586 |      17923 | sqc.workflows
